,imdb_id,original_title,avg_vote,release_year
2459,tt0349825,Miracle,7.5,2004
3613,tt0107554,Menace II Society,7.5,1993
3546,tt0075005,The Omen,7.5,1976
1528,tt1433811,Disconnect,7.5,2012
3608,tt0108002,Rudy,7.5,1993
532,tt0446029,Scott Pilgrim vs. the World,7.5,2010
3352,tt0095497,The Last Temptation of Christ,7.5,1988
2027,tt0121766,Star Wars: Episode III - Revenge of the Sith,7.5,2005
1221,tt1675192,Take Shelter,7.4,2011
2723,tt0087003,Broadway Danny Rose,7.4,1984
1081,tt1219289,Limitless,7.4,2011
2731,tt0085995,National Lampoon's Vacation,7.4,1983
1202,tt1821593,Rundskop,7.4,2011
2918,tt0117500,The Rock,7.4,1996
2096,tt0433383,"Good Night, and Good Luck.",7.4,2005
2908,tt0082085,Blow Out,7.4,1981
1078,tt1229238,Mission: Impossible - Ghost Protocol,7.4,2011
1079,tt1570728,"Crazy, Stupid, Love.",7.4,2011
2098,tt0399146,A History of Violence,7.4,2005
1969,tt1932767,What Maisie Knew,7.4,2013
2133,tt0387131,The Constant Gardener,7.4,2005
2441,tt0333766,Garden State,7.4,2004
2368,tt0362227,The Terminal,7.4,2004
1997,tt0090329,Witness,7.4,1985
2485,tt0068611,Frenzy,7.4,1972
697,tt0120663,Eyes Wide Shut,7.4,1999
2529,tt0467406,Juno,7.4,2007
705,tt0124315,The Cider House Rules,7.4,1999
2158,tt0407265,Transamerica,7.4,2005
2295,tt0465551,Notes on a Scandal,7.4,2006
2838,tt0103874,Dracula,7.4,1992
2644,tt0490204,Reign Over Me,7.4,2007
2814,tt0114478,Smoke,7.4,1995
2037,tt0397535,Memoirs of a Geisha,7.4,2005
851,tt0272152,K-PAX,7.4,2001
2489,tt0068638,The Getaway,7.4,1972
2059,tt0312004,The Curse of the Were-Rabbit,7.4,2005
2152,tt0404030,Everything is Illuminated,7.4,2005
2687,tt0088323,The Neverending Story,7.4,1984
2606,tt0795368,Death at a Funeral,7.4,2007
733,tt0134119,The Talented Mr. Ripley,7.4,1999
2589,tt0825232,The Bucket List,7.4,2007
2141,tt0419294,The Three Burials of Melquiades Estrada,7.4,2005
2140,tt0388980,The Greatest Game Ever Played,7.4,2005
2191,tt0449467,Babel,7.4,2006
2303,tt0404390,Running Scared,7.4,2006
741,tt0125664,Man on the Moon,7.4,1999
1311,tt0120679,Frida,7.4,2002
129,tt1810683,Little Boy,7.4,2015
326,tt0075784,A Bridge Too Far,7.4,1977
449,tt1193138,Up in the Air,7.4,2009
1861,tt1980929,Begin Again,7.4,2013
3327,tt0095489,The Land Before Time,7.4,1988
3553,tt0074860,Marathon Man,7.4,1976
3641,tt0057076,From Russia With Love,7.4,1963
1563,tt1396226,Venuto al mondo,7.4,2012
1588,tt1954701,Oh Boy,7.4,2012
3422,tt0063385,Oliver!,7.4,1968
3701,tt0069704,American Graffiti,7.4,1973
214,tt1872194,The Judge,7.4,2014
577,tt1458175,The Next Three Days,7.4,2010
1260,tt0295297,Harry Potter and the Chamber of Secrets,7.4,2002
1780,tt0119349,The Ice Storm,7.4,1997
3545,tt0074285,Carrie,7.4,1976
3112,tt0084805,Tootsie,7.4,1982
3708,tt0066026,MASH,7.4,1970
409,tt1131729,The Boat That Rocked,7.4,2009
3672,tt0091530,The Mission,7.4,1986
1709,tt0290334,X2,7.4,2003
162,tt2310332,The Hobbit: The Battle of the Five Armies,7.4,2014
1661,tt0316356,Open Range,7.4,2003
160,tt2911666,John Wick,7.4,2014
559,tt1120985,Blue Valentine,7.4,2010
1463,tt1371111,Cloud Atlas,7.4,2012
1803,tt2294629,Frozen,7.4,2013
3590,tt0107507,Manhattan Murder Mystery,7.4,1993
3420,tt0062765,Bullitt,7.4,1968
1288,tt0281358,A Walk to Remember,7.4,2002
1294,tt0238380,Equilibrium,7.4,2002
21,tt1798684,Southpaw,7.4,2015
25,tt2381249,Mission: Impossible - Rogue Nation,7.4,2015
3737,tt0077745,Invasion of the Body Snatchers,7.4,1978
333,tt0074486,Eraserhead,7.4,1977
3166,tt0127536,Elizabeth,7.4,1998
472,tt1078588,My Sister's Keeper,7.4,2009
3663,tt0091369,Labyrinth,7.4,1986
2940,tt0116209,The English Patient,7.4,1996
3158,tt0138704,Pi,7.4,1998
487,tt1190536,Black Dynamite,7.4,2009
1929,tt1727388,The Way Way Back,7.4,2013
1486,tt1276104,Looper,7.4,2012
3384,tt0094291,Wall Street,7.4,1987
373,tt1197624,Law Abiding Citizen,7.4,2009
488,tt1174730,City Island,7.4,2009
3092,tt0120903,X-Men,7.4,2000
1744,tt0118884,Contact,7.4,1997
3479,tt0099088,Back to the Future Part III,7.4,1990
1628,tt0311113,Master and Commander: The Far Side of the World,7.4,2003
1916,tt1935179,Mud,7.4,2013
3443,tt0073629,The Rocky Horror Picture Show,7.4,1975
2983,tt0116905,Lone Star,7.4,1996
1488,tt1790885,Zero Dark Thirty,7.4,2012
2633,tt0805564,Lars and the Real Girl,7.3,2007
1393,tt0110632,Natural Born Killers,7.3,1994
3263,tt0097240,Drugstore Cowboy,7.3,1989
2501,tt0080487,Caddyshack,7.3,1980
1824,tt1453405,Monsters University,7.3,2013
2097,tt0393162,Coach Carter,7.3,2005
447,tt1174732,An Education,7.3,2009
2168,tt0395972,North Country,7.3,2005
1815,tt1690953,Despicable Me 2,7.3,2013
2174,tt0421238,The Proposition,7.3,2005
3252,tt0097239,Driving Miss Daisy,7.3,1989
759,tt0145653,Angela's Ashes,7.3,1999
118,tt2401878,Anomalisa,7.3,2015
432,tt1057500,Invictus,7.3,2009
1575,tt2125435,Beasts of the Southern Wild,7.3,2012
3660,tt0090728,Big Trouble in Little China,7.3,1986
3658,tt0092007,Star Trek IV: The Voyage Home,7.3,1986
1807,tt1670345,Now You See Me,7.3,2013
101,tt2404425,Woman in Gold,7.3,2015
3204,tt0120684,Gods and Monsters,7.3,1998
2536,tt0408236,Sweeney Todd: The Demon Barber of Fleet Street,7.3,2007
2240,tt0424345,Clerks II,7.3,2006
3330,tt0096446,Willow,7.3,1988
2686,tt0087363,Gremlins,7.3,1984
2203,tt0397313,Eight Below,7.3,2006
3339,tt0096256,They Live,7.3,1988
2682,tt0078872,The Black Stallion,7.3,1979
3355,tt0094964,Dead Ringers,7.3,1988
3359,tt0096219,Talk Radio,7.3,1988
1733,tt0119094,Face/Off,7.3,1997
2662,tt0881200,Ji jie hao,7.3,2007
207,tt2883512,Chef,7.3,2014
1627,tt0309698,Identity,7.3,2003
2157,tt0410097,Hustle & Flow,7.3,2005
1113,tt1189340,The Lincoln Lawyer,7.3,2011
2673,tt0079817,Rocky II,7.3,1979
3387,tt0093822,Raising Arizona,7.3,1987
3394,tt0093437,The Lost Boys,7.3,1987
3389,tt0093105,"Good Morning, Vietnam",7.3,1987
1408,tt0110005,Heavenly Creatures,7.3,1994
185,tt2179136,American Sniper,7.3,2014
390,tt1232776,Fish Tank,7.3,2009
2164,tt0367089,The Squid and the Whale,7.3,2005
3271,tt0101540,Cape Fear,7.3,1991
422,tt1191111,Enter the Void,7.3,2009
3274,tt0102685,Point Break,7.3,1991
2717,tt0087892,A Passage to India,7.3,1984
417,tt0962736,The Young Victoria,7.3,2009
2131,tt0379725,Capote,7.3,2005
2507,tt0080388,Atlantic City,7.3,1980
1797,tt0118607,Amistad,7.3,1997
1324,tt0272338,Punch-Drunk Love,7.3,2002
2145,tt0393109,Brick,7.3,2005
401,tt0929632,Precious,7.3,2009
3557,tt0074174,The Bad News Bears,7.3,1976
2148,tt0342735,Manderlay,7.3,2005
2688,tt0086960,Beverly Hills Cop,7.3,1984
2508,tt0081554,Stardust Memories,7.3,1980
3317,tt0094737,Big,7.3,1988
3172,tt0128442,Rounders,7.3,1998
2058,tt0121164,Corpse Bride,7.3,2005
1826,tt0359950,The Secret Life of Walter Mitty,7.3,2013
2396,tt0363547,Dawn of the Dead,7.3,2004
1664,tt0329575,Seabiscuit,7.3,2003
655,tt1423894,Barney's Version,7.3,2010
2001,tt0088930,Clue: The Movie,7.3,1985
2556,tt0780571,Mr. Brooks,7.3,2007
2866,tt0104694,A League of Their Own,7.3,1992
2388,tt0316654,Spider-Man 2,7.3,2004
3003,tt0120917,The Emperor's New Groove,7.3,2000
244,tt2980648,The Hundred-Foot Journey,7.3,2014
3015,tt0195685,Erin Brockovich,7.3,2000
1386,tt0109686,Dumb and Dumber,7.3,1994
2857,tt0105665,Twin Peaks: Fire Walk with Me,7.3,1992
2401,tt0375912,Layer Cake,7.3,2004
669,tt1341167,Four Lions,7.3,2010
1497,tt0443272,Lincoln,7.3,2012
1472,tt1446192,Rise of the Guardians,7.3,2012
1505,tt1212450,Lawless,7.3,2012
2337,tt0437800,Akeelah and the Bee,7.3,2006
1019,tt0416212,The Secret Life of Bees,7.3,2008
2598,tt0292963,Before the Devil Knows You're Dead,7.3,2007
1901,tt2404181,Belle,7.3,2013
1522,tt1907668,Flight,7.3,2012
3728,tt0078346,Superman,7.3,1978
1001,tt1032755,RockNRolla,7.3,2008
3446,tt0073092,Hard Times,7.3,1975
2933,tt0116695,Jerry Maguire,7.3,1996
3734,tt0077413,Death on the Nile,7.3,1978
14,tt2395427,Avengers: Age of Ultron,7.3,2015
17,tt0478970,Ant-Man,7.3,2015
2949,tt0117318,The People vs. Larry Flynt,7.3,1996
2951,tt0115736,Bound,7.3,1996
1230,tt1596343,Fast Five,7.3,2011
873,tt0275719,Tape,7.3,2001
2900,tt0082979,Reds,7.3,1981
639,tt1313092,Animal Kingdom,7.3,2010
642,tt1431181,Another Year,7.3,2010
1677,tt0340855,Monster,7.3,2003
1996,tt0089907,The Return of the Living Dead,7.3,1985
41,tt1638355,The Man from U.N.C.L.E.,7.3,2015
1909,tt2334873,Blue Jasmine,7.3,2013
2888,tt0082406,The Fox and the Hound,7.3,1981
3022,tt0186151,Frequency,7.3,2000
1349,tt0297884,Far from Heaven,7.3,2002
3040,tt0217869,Unbreakable,7.3,2000
1717,tt0119654,Men in Black,7.3,1997
1264,tt0145487,Spider-Man,7.3,2002
2445,tt0362270,The Life Aquatic with Steve Zissou,7.3,2004
2179,tt0383574,Pirates of the Caribbean: Dead Man's Chest,7.3,2006
2299,tt0436697,The Queen,7.3,2006
241,tt2262227,The Book of Life,7.3,2014
3135,tt0122690,Ronin,7.3,1998
3697,tt0070379,Mean Streets,7.3,1973
76,tt3488710,The Walk,7.3,2015
1034,tt0469903,The Express,7.3,2008
1022,tt0959337,Revolutionary Road,7.3,2008
3142,tt0120660,Enemy of the State,7.3,1998
3145,tt0120768,The Negotiator,7.3,1998
3392,tt0092563,Angel Heart,7.3,1987
722,tt0120655,Dogma,7.3,1999
2794,tt0112740,Crimson Tide,7.3,1995
2792,tt0113118,Friday,7.3,1995
2290,tt0462504,Rescue Dawn,7.3,2006
3681,tt0091867,A Room with a View,7.3,1986
3124,tt0084296,The Man from Snowy River,7.3,1982
2549,tt0462538,The Simpsons Movie,7.3,2007
1360,tt0168786,Antwone Fisher,7.3,2002
1179,tt1033575,The Descendants,7.3,2011
1182,tt1540133,The Guard,7.3,2011
3067,tt0181536,Finding Forrester,7.3,2000
554,tt1023114,The Way Back,7.3,2010
3080,tt0180073,Quills,7.3,2000
3053,tt0146309,Thirteen Days,7.3,2000
691,tt0147800,10 Things I Hate About You,7.3,1999
2194,tt0443453,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,7.3,2006
696,tt0177789,Galaxy Quest,7.3,1999
1716,tt0119282,Hercules,7.3,1997
1851,tt1817273,The Place Beyond the Pines,7.3,2013
1093,tt0983193,The Adventures of Tintin,7.3,2011
3105,tt0084516,Poltergeist,7.3,1982
66,tt2057392,Eye in the Sky,7.3,2015
687,tt0162661,Sleepy Hollow,7.3,1999
3528,tt0055254,One Hundred and One Dalmatians,7.2,1961
3478,tt0099423,Die Hard 2,7.2,1990
3500,tt0100935,Wild at Heart,7.2,1990
1389,tt0111503,True Lies,7.2,1994
1653,tt0159365,Cold Mountain,7.2,2003
234,tt1809398,Unbroken,7.2,2014
2531,tt0822854,Shooter,7.2,2007
2554,tt0448134,Sunshine,7.2,2007
242,tt2170593,St. Vincent,7.2,2014
2931,tt0117571,Scream,7.2,1996
896,tt0247199,The Believer,7.2,2001
2338,tt0425601,Trailer Park Boys: The Movie,7.2,2006
3703,tt0070707,Sleeper,7.2,1973
2440,tt0293508,The Phantom of the Opera,7.2,2004
2434,tt0335345,The Passion of the Christ,7.2,2004
2427,tt0372588,Team America: World Police,7.2,2004
1511,tt1560747,The Master,7.2,2012
2392,tt0376541,Closer,7.2,2004
47,tt2402927,Carol,7.2,2015
46,tt3464902,The Lobster,7.2,2015
2384,tt0414852,Banlieue 13,7.2,2004
1461,tt1392170,The Hunger Games,7.2,2012
3715,tt0065446,The Ballad of Cable Hogue,7.2,1970
2376,tt0357413,Anchorman: The Legend of Ron Burgundy,7.2,2004
42,tt1655441,The Age of Adaline,7.2,2015
40,tt2080374,Steve Jobs,7.2,2015
3725,tt0077631,Grease,7.2,1978
991,tt1034303,Defiance,7.2,2008
2358,tt0298148,Shrek 2,7.2,2004
1009,tt1073241,Nothing But the Truth,7.2,2008
1524,tt1931533,Seven Psychopaths,7.2,2012
957,tt0200465,The Bank Job,7.2,2008
3537,tt0055312,Pocketful of Miracles,7.2,1961
1601,tt0234215,The Matrix Reloaded,7.2,2003
205,tt1109624,Paddington,7.2,2014
2518,tt0480249,I Am Legend,7.2,2007
2207,tt0414993,The Fountain,7.2,2006
3555,tt0075066,The Pink Panther Strikes Again,7.2,1976
180,tt0455944,The Equalizer,7.2,2014
3565,tt0107206,In the Line of Fire,7.2,1993
1417,tt0110598,Muriel's Wedding,7.2,1994
1607,tt0309987,The Dreamers,7.2,2003
3604,tt0106226,The Age of Innocence,7.2,1993
2452,tt0390022,Friday Night Lights,7.2,2004
1559,tt1866249,The Sessions,7.2,2012
1385,tt0111257,Speed,7.2,1994
99,tt3850214,Dope,7.2,2015
3655,tt0091149,The Great Mouse Detective,7.2,1986
1452,tt1232829,21 Jump Street,7.2,2012
2478,tt0377091,Mean Creek,7.2,2004
3693,tt0091474,Manhunter,7.2,1986
1459,tt1981677,Pitch Perfect,7.2,2012
3475,tt0067927,Vanishing Point,7.2,1971
1738,tt0118842,Chasing Amy,7.2,1997
3460,tt0058329,Marnie,7.2,1964
3078,tt0199725,Love & Basketball,7.2,2000
1854,tt0481499,The Croods,7.2,2013
3109,tt0083929,Fast Times at Ridgemont High,7.2,1982
3110,tt0083791,The Dark Crystal,7.2,1982
1171,tt1412386,The Best Exotic Marigold Hotel,7.2,2011
2350,tt0332452,Troy,7.2,2004
3132,tt0120623,A Bug's Life,7.2,1998
2811,tt0114558,Strange Days,7.2,1995
1836,tt1800241,American Hustle,7.2,2013
714,tt0159097,The Virgin Suicides,7.2,1999
2043,tt0320661,Kingdom of Heaven,7.2,2005
2045,tt0360717,King Kong,7.2,2005
1270,tt0275847,Lilo & Stitch,7.2,2002
3146,tt0119643,Meet Joe Black,7.2,1998
1273,tt0133240,Treasure Planet,7.2,2002
2779,tt0112851,Desperado,7.2,1995
476,tt1289406,Harry Brown,7.2,2009
737,tt0120910,Fantasia 2000,7.2,1999
738,tt0139239,Go,7.2,1999
1820,tt1343092,The Great Gatsby,7.2,2013
3449,tt0055928,Dr. No,7.2,1962
3205,tt0119934,Without Limits,7.2,1998
3226,tt0097733,Lethal Weapon 2,7.2,1989
3238,tt0096969,Born on the Fourth of July,7.2,1989
2757,tt0113189,GoldenEye,7.2,1995
3240,tt0097815,Major League,7.2,1989
547,tt1001526,Megamind,7.2,2010
3064,tt0203019,Men of Honor,7.2,2000
1300,tt0278504,Insomnia,7.2,2002
3045,tt0241303,Chocolat,7.2,2000
2926,tt0116367,From Dusk Till Dawn,7.2,1996
1958,tt2172935,Metallica: Through the Never,7.2,2013
623,tt1399683,Winter's Bone,7.2,2010
612,tt1244754,Conviction,7.2,2010
1218,tt1554091,A Better Life,7.2,2011
605,tt1532503,Beginners,7.2,2010
2952,tt0117802,Swingers,7.2,1996
1990,tt0089755,Out of Africa,7.2,1985
2894,tt0082158,Chariots of Fire,7.2,1981
2893,tt0082340,Escape from New York,7.2,1981
2989,tt0117039,Michael Collins,7.2,1996
2884,tt0105488,Strictly Ballroom,7.2,1992
2000,tt0088993,Day of the Dead,7.2,1985
2868,tt0104036,The Crying Game,7.2,1992
2990,tt0119256,Hard Eight,7.2,1996
2864,tt0104779,Bitter Moon,7.2,1992
3008,tt0187393,The Patriot,7.2,2000
2006,tt0089885,Re-Animator,7.2,1985
1896,tt1327773,The Butler,7.2,2013
1894,tt2101473,The Physician,7.2,2013
575,tt1139328,The Ghost Writer,7.2,2010
1187,tt1692486,Carnage,7.2,2011
2012,tt0089941,Runaway Train,7.2,1985
676,tt1028576,Secretariat,7.2,2010
3024,tt0223897,Pay It Forward,7.2,2000
439,tt1186830,Agora,7.2,2009
502,tt1263670,Crazy Heart,7.2,2009
1727,tt0118617,Anastasia,7.2,1997
2632,tt0465538,Michael Clayton,7.2,2007
1769,tt0123755,Cube,7.2,1997
1118,tt1449283,Winnie the Pooh,7.2,2011
854,tt0264616,Frailty,7.2,2001
388,tt0898367,The Road,7.2,2009
1100,tt1723811,Shame,7.2,2011
1752,tt0120885,Wag the Dog,7.2,1997
1108,tt1568911,War Horse,7.2,2011
799,tt0212720,A.I. Artificial Intelligence,7.2,2001
1746,tt0119978,The Rainmaker,7.2,1997
845,tt0280707,Gosford Park,7.2,2001
2156,tt0418110,Romanzo criminale,7.2,2005
1940,tt1322269,August: Osage County,7.2,2013
1110,tt1192628,Rango,7.2,2011
1731,tt0119164,The Full Monty,7.2,1997
1730,tt0120201,Starship Troopers,7.2,1997
2690,tt0087538,The Karate Kid,7.2,1984
1368,tt0289765,Red Dragon,7.2,2002
1696,tt0310281,A Mighty Wind,7.2,2003
3272,tt0102975,Star Trek VI: The Undiscovered Country,7.2,1991
2743,tt0086216,Rumble Fish,7.2,1983
2740,tt0085407,The Dead Zone,7.2,1983
2177,tt0468565,Tsotsi,7.2,2005
2642,tt0469623,Things We Lost in the Fire,7.2,2007
1806,tt1300854,Iron Man 3,7.2,2013
1082,tt1302011,Kung Fu Panda 2,7.2,2011
3398,tt0092699,Broadcast News,7.2,1987
2109,tt0412019,Broken Flowers,7.2,2005
2712,tt0088286,Top Secret!,7.2,1984
2652,tt0838221,The Darjeeling Limited,7.2,2007
3280,tt0101761,The Doors,7.2,1991
1687,tt0363589,Elephant,7.2,2003
1310,tt0277434,We Were Soldiers,7.2,2002
3397,tt0092618,Barfly,7.2,1987
2747,tt0086541,Videodrome,7.2,1983
1195,tt1204342,The Muppets,7.1,2011
1494,tt0837562,Hotel Transylvania,7.1,2012
1391,tt0111282,Stargate,7.1,1994
1918,tt2058107,The Railway Man,7.1,2013
1998,tt0089175,Fright Night,7.1,1985
1913,tt2053463,Side Effects,7.1,2013
1359,tt0272207,Narc,7.1,2002
2180,tt0317219,Cars,7.1,2006
1970,tt2304771,Mandela: Long Walk to Freedom,7.1,2013
1963,tt1981107,The Young and Prodigious T.S. Spivet,7.1,2013
1085,tt0433035,Real Steel,7.1,2011
1682,tt0323944,Shattered Glass,7.1,2003
1676,tt0313542,Runaway Jury,7.1,2003
1949,tt1905041,Fast & Furious 6,7.1,2013
2173,tt0355702,Lords of Dogtown,7.1,2005
1581,tt1990314,Robot & Frank,7.1,2012
1239,tt1606392,Win Win,7.1,2011
1357,tt0235737,Salton Sea,7.1,2002
1303,tt0166813,Spirit: Stallion of the Cimarron,7.1,2002
1140,tt1389137,We Bought a Zoo,7.1,2011
1287,tt0298130,The Ring,7.1,2002
1282,tt0298203,8 Mile,7.1,2002
2233,tt0758794,We Are Marshall,7.1,2006
1450,tt1217209,Brave,7.1,2012
2134,tt0424136,Hard Candy,7.1,2005
1529,tt1716777,People Like Us,7.1,2012
2061,tt0366627,The Jacket,7.1,2005
1321,tt0251160,John Q,7.1,2002
2209,tt0479143,Rocky Balboa,7.1,2006
2038,tt0405422,The 40 Year Old Virgin,7.1,2005
1755,tt0120102,Seven Years in Tibet,7.1,1997
1622,tt0332379,The School of Rock,7.1,2003
1176,tt1615147,Margin Call,7.1,2011
1333,tt0299658,Chicago,7.1,2002
1342,tt0257360,About Schmidt,7.1,2002
1245,tt1270262,The Devil's Double,7.1,2011
1634,tt0302886,Old School,7.1,2003
1883,tt1714206,The Spectacular Now,7.1,2013
1189,tt1124035,The Ides of March,7.1,2011
2259,tt0405296,A Scanner Darkly,7.1,2006
1481,tt1343727,Dredd,7.1,2012
3375,tt0094012,Spaceballs,7.1,1987
2524,tt0337978,Live Free or Die Hard,7.1,2007
2352,tt0343818,"I, Robot",7.1,2004
3018,tt0134847,Pitch Black,7.1,2000
3534,tt0055304,The Pit and the Pendulum,7.1,1961
3332,tt0094812,Bull Durham,7.1,1988
85,tt2910904,The Dressmaker,7.1,2015
2530,tt0398808,Bridge to Terabithia,7.1,2007
692,tt0125439,Notting Hill,7.1,1999
387,tt0765010,Brothers,7.1,2009
2521,tt0884328,The Mist,7.1,2007
69,tt2452042,The Peanuts Movie,7.1,2015
2513,tt0449088,Pirates of the Caribbean: At World's End,7.1,2007
2827,tt0113362,Le Hussard sur le toit,7.1,1995
768,tt0188674,Human Traffic,7.1,1999
2730,tt0086567,WarGames,7.1,1983
294,tt2692904,Locke,7.1,2014
3118,tt0086617,The Year of Living Dangerously,7.1,1982
73,tt2726560,The Longest Ride,7.1,2015
70,tt3322364,Concussion,7.1,2015
576,tt0804497,It's Kind of a Funny Story,7.1,2010
590,tt1228987,Let Me In,7.1,2010
599,tt1334260,Never Let Me Go,7.1,2010
3535,tt0055257,One-Eyed Jacks,7.1,1961
830,tt0266987,Spy Game,7.1,2001
3403,tt0093640,No Way Out,7.1,1987
3605,tt0106246,Alive,7.1,1993
322,tt0076752,The Spy Who Loved Me,7.1,1977
139,tt2891174,99 Homes,7.1,2015
2878,tt0104573,Juice,7.1,1992
842,tt0247745,Super Troopers,7.1,2001
2614,tt0478134,In the Valley of Elah,7.1,2007
2915,tt0117060,Mission: Impossible,7.1,1996
2845,tt0103759,Bad Lieutenant,7.1,1992
789,tt0162710,Trick,7.1,1999
3648,tt0091203,Highlander,7.1,1986
354,tt0472033,9,7.1,2009
2946,tt0116365,The Frighteners,7.1,1996
2594,tt0416508,Becoming Jane,7.1,2007
356,tt0780521,The Princess and the Frog,7.1,2009
2702,tt0088128,Sixteen Candles,7.1,1984
2502,tt0080661,Dressed to Kill,7.1,1980
402,tt0473705,State of Play,7.1,2009
3494,tt0100814,Tremors,7.1,1990
3452,tt0056085,How the West Was Won,7.1,1962
55,tt0810819,The Danish Girl,7.1,2015
3128,tt0120611,Blade,7.1,1998
708,tt0120784,Payback,7.1,1999
237,tt2305051,Wild,7.1,2014
469,tt0790712,The Messenger,7.1,2009
49,tt2719848,Everest,7.1,2015
48,tt2361509,The Intern,7.1,2015
740,tt0120188,Three Kings,7.1,1999
3716,tt0066249,The Private Life of Sherlock Holmes,7.1,1970
3706,tt0065421,The Aristocats,7.1,1970
2386,tt0366551,Harold & Kumar Go to White Castle,7.1,2004
2808,tt0113749,Mallrats,7.1,1995
984,tt0497465,Vicky Cristina Barcelona,7.1,2008
2374,tt0345950,The SpongeBob SquarePants Movie,7.1,2004
2803,tt0113987,Nixon,7.1,1995
719,tt0139809,The Thirteenth Floor,7.1,1999
3243,tt0097027,Casualties of War,7.1,1989
4,tt2820852,Furious 7,7.1,2015
747,tt0172396,The End of the Affair,7.1,1999
3413,tt0093560,The Monster Squad,7.1,1987
952,tt0758774,Body of Lies,7.1,2008
948,tt0800039,Forgetting Sarah Marshall,7.1,2008
3138,tt0129387,There's Something About Mary,7.1,1998
2736,tt0086066,The Outsiders,7.1,1983
3445,tt0072081,The Return of the Pink Panther,7.1,1975
3141,tt0120889,What Dreams May Come,7.1,1998
3154,tt0138097,Shakespeare in Love,7.1,1998
2816,tt0113540,Kids,7.1,1995
225,tt1600196,The Drop,7.1,2014
2457,tt0338512,Deux fr̬res,7.1,2004
2488,tt0069113,The Poseidon Adventure,7.1,1972
411,tt0452694,The Time Traveler's Wife,7.1,2009
932,tt0985699,Valkyrie,7.1,2008
951,tt0822832,Marley & Me,7.1,2008
3133,tt0120794,The Prince of Egypt,7.1,1998
2882,tt0104107,Diggstown,7.0,1992
259,tt0900387,Suite Fran̤aise,7.0,2014
2009,tt0089791,Pee-wee's Big Adventure,7.0,1985
3437,tt0071402,Death Wish,7.0,1974
312,tt2319580,The Grand Seduction,7.0,2014
2877,tt0105211,Radio Flyer,7.0,1992
306,tt2326554,A Girl Walks Home Alone at Night,7.0,2014
645,tt0935075,Rabbit Hole,7.0,2010
2842,tt0103772,Basic Instinct,7.0,1992
1188,tt1549572,Another Earth,7.0,2011
270,tt3007512,The Water Diviner,7.0,2014
278,tt1647668,Million Dollar Arm,7.0,2014
2841,tt0105793,Wayne's World,7.0,1992
682,tt0120616,The Mummy,7.0,1999
1697,tt0345551,Latter Days,7.0,2003
3423,tt0061747,Hang 'em High,7.0,1968
2032,tt0360486,Constantine,7.0,2005
280,tt1969062,Infinitely Polar Bear,7.0,2014
2835,tt0103776,Batman Returns,7.0,1992
688,tt0163651,American Pie,7.0,1999
3426,tt0062794,Charly,7.0,1968
3438,tt0072308,The Towering Inferno,7.0,1974
0,tt0369610,Jurassic World,7.0,2015
638,tt1403177,Hesher,7.0,2010
1770,tt0119485,Kundun,7.0,1997
522,tt1282140,Easy A,7.0,2010
405,tt1155056,"I Love You, Man",7.0,2009
509,tt1228705,Iron Man 2,7.0,2010
3291,tt0103241,What About Bob?,7.0,1991
3131,tt0120812,Rush Hour,7.0,1998
1798,tt0118564,Affliction,7.0,1997
3139,tt0120902,The X Files,7.0,1998
3286,tt0102266,The Last Boy Scout,7.0,1991
3167,tt0120780,Out of Sight,7.0,1998
1828,tt1723121,We're the Millers,7.0,2013
3169,tt0120631,EverAfter,7.0,1998
1825,tt0816711,World War Z,7.0,2013
418,tt1019452,A Serious Man,7.0,2009
470,tt1176740,Away We Go,7.0,2009
3194,tt0145734,Playing by Heart,7.0,1998
3262,tt0098575,Valmont,7.0,1989
3246,tt0097889,Miracle Mile,7.0,1989
3228,tt0096928,Bill & Ted's Excellent Adventure,7.0,1989
1290,tt0276751,About a Boy,7.0,2002
1813,tt0770828,Man of Steel,7.0,2013
1292,tt0183649,Phone Booth,7.0,2002
540,tt1245526,RED,7.0,2010
393,tt1152836,Public Enemies,7.0,2009
3407,tt0093177,Hellraiser,7.0,1987
391,tt1135503,Julie & Julia,7.0,2009
1983,tt0089457,Ladyhawke,7.0,1985
2903,tt0081633,Time Bandits,7.0,1981
1976,tt2717558,On the Job,7.0,2013
1211,tt1596346,Soul Surfer,7.0,2011
1352,tt0270288,Confessions of a Dangerous Mind,7.0,2002
2914,tt0116629,Independence Day,7.0,1996
336,tt0076299,The Last Wave,7.0,1977
1347,tt0258068,The Quiet American,7.0,2002
620,tt0842926,The Kids Are All Right,7.0,2010
618,tt1462758,Buried,7.0,2010
1729,tt0118655,Austin Powers: International Man of Mystery,7.0,1997
1223,tt1630036,Courageous,7.0,2011
2929,tt0116483,Happy Gilmore,7.0,1996
3471,tt0067588,Play Misty for Me,7.0,1971
3374,tt0092890,Dirty Dancing,7.0,1987
2972,tt0115734,Bottle Rocket,7.0,1996
1907,tt1291580,Behind the Candelabra,7.0,2013
3007,tt0120630,Chicken Run,7.0,2000
3016,tt0212338,Meet the Parents,7.0,2000
3019,tt0181984,Boiler Room,7.0,2000
3323,tt0094898,Coming to America,7.0,1988
2796,tt0113819,Mighty Aphrodite,7.0,1995
2083,tt0350261,An Unfinished Life,7.0,2005
255,tt1100089,Foxcatcher,7.0,2014
